Route,ActiveMonths,TotalFlights,AvgFlightsPerMonth,StdFlightsPerMonth,CoeffVarFlights,PeakMonth,PeakFlights,TroughMonth,TroughFlights,PeakMinusTrough,PeakToTroughRatio,SeasonalityIndex,PeakMonthAvgTOW_kg,TroughMonthAvgTOW_kg,PeakMonthTowRegime,TroughMonthTowRegime,PeakMonthRegimeRank,TroughMonthRegimeRank,MaxRegimeRankShift,MinRegimeRankShift,MaxAvgTOW_kg,MinAvgTOW_kg,DeltaAvgTOW_kg,VolatilityScore
REC -> CAU,7,29,4.142857142857143,1.9587584572574412,0.47280376554489956,2024-10-01,8,2025-01-01,2,6,4.0,0.3940886699507389,16698.125,16353.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,18550.666666666668,16353.0,2197.666666666668,3.939021832973638
JTC -> REC,7,19,2.7142857142857144,1.6659862556700857,0.6137844099837158,2024-12-01,5,2024-01-01,1,4,5.0,0.5413533834586466,65341.0,62367.0,A320,A320,3,3,0.0,-1.0,65646.0,52349.4,13296.599999999999,3.677467531985023
VCP -> OPS,23,472,20.52173913043478,3.1466968909082134,0.15333480612476463,2025-05-01,25,2025-11-01,10,15,2.5,0.1048268238761975,70064.24,68048.7,A320,A320,3,3,0.0,0.0,70519.65,66768.35,3751.2999999999884,3.657659791733191
BVB -> VCP,15,49,3.2666666666666666,1.339983416149452,0.4101990049437098,2024-11-01,7,2024-02-01,2,5,3.5,0.31292517006802717,71657.28571428571,73510.5,Nearest: A320,A321,3,4,1.0,0.0,73510.5,66500.33333333333,7010.1666666666715,3.588236047138861
AFL -> VCP,9,88,9.777777777777779,2.57240820062005,0.26308720233614147,2025-08-01,13,2025-11-01,4,9,3.25,0.1893939393939394,54132.46153846154,53004.5,E2,E2,2,2,0.0,0.0,54132.46153846154,50413.11111111111,3719.3504273504295,3.542708354451249
CNF -> NVT,7,18,2.5714285714285716,1.4982983545287878,0.5826715823167508,2024-10-01,5,2024-02-01,1,4,5.0,0.523809523809524,54645.2,47358.0,E2,Nearest: E1,2,1,0.0,-1.0,55455.0,47314.0,8141.0,3.431281838052056
MVD -> REC,23,150,6.521739130434782,1.664712149484926,0.255255862921022,2024-06-01,9,2025-11-01,2,7,4.5,0.2028985507246377,71371.66666666667,55342.0,Nearest: A320,Nearest: E2,3,2,0.0,-1.0,72444.8,55316.8,17128.0,3.388387495962279
ASU -> REC,5,11,2.2,1.469693845669907,0.668042657122685,2025-07-01,5,2025-02-01,1,4,5.0,0.5090909090909091,55667.8,57893.0,Nearest: E2,Nearest: E2,2,2,0.0,0.0,59473.5,50776.0,8697.5,3.3200472820524096
CNF -> UNA,23,76,3.3043478260869565,1.0808524256222654,0.32710007617515924,2024-11-01,6,2025-02-01,1,5,6.0,0.2437070938215103,53158.666666666664,45753.0,E2,E1,2,1,2.0,0.0,65600.33333333333,42482.0,23118.33333333333,3.177137499118234
IZA -> CNF,7,113,16.142857142857142,3.356382892705923,0.2079175243269156,2024-06-01,22,2024-01-01,12,10,1.8333333333333333,0.1719342604298356,19651.909090909092,20784.166666666668,ATR,ATR,0,0,0.0,0.0,20784.166666666668,19136.266666666666,1647.9000000000015,3.1140170533245617
CNF -> PLU,21,38,1.8095238095238095,0.8518354199999199,0.47075115315785043,2024-09-01,4,2024-01-01,1,3,4.0,0.3834586466165413,26333.0,15758.0,Nearest: ATR,Nearest: ATR,0,0,1.0,0.0,34750.0,15162.0,19588.0,2.9871396301609154
VCP -> CLV,2,9,4.5,2.5,0.5555555555555556,2024-07-01,7,2024-08-01,2,5,3.5,0.5555555555555556,46741.857142857145,41540.0,Nearest: E1,E1,1,1,0.0,0.0,46741.857142857145,41540.0,5201.857142857145,2.860409328840201
CNF -> STM,4,26,6.5,2.29128784747792,0.35250582268891073,2024-01-01,9,2024-12-01,3,6,3.0,0.3076923076923077,62185.444444444445,62332.0,A320,A320,3,3,0.5,-0.5,62332.0,58672.625,3659.375,2.845821312758532
PLU -> CNF,21,51,2.4285714285714284,1.0033955955097849,0.413162892268735,2024-05-01,4,2024-02-01,1,3,4.0,0.35854341736694684,21717.0,16791.0,ATR,Nearest: ATR,0,0,1.0,0.0,35184.0,15896.0,19288.0,2.82758555758392
REC -> MVD,23,163,7.086956521739131,1.5856158720704756,0.22373720894245974,2024-03-01,9,2025-11-01,3,6,3.0,0.18458255534809279,72797.44444444444,58149.666666666664,A321,Nearest: E2,4,2,1.0,-1.0,74989.66666666667,55663.666666666664,19326.000000000007,2.794940988593654
CNF -> IZA,7,114,16.285714285714285,3.1943828249996993,0.19614631381577102,2024-06-01,22,2024-01-01,13,9,1.6923076923076923,0.16541353383458646,20090.772727272728,20528.76923076923,ATR,ATR,0,0,0.0,0.0,20688.866666666665,19690.3,998.5666666666657,2.7921028388534173
REC -> JTC,7,16,2.2857142857142856,1.2777531299998799,0.5590169943749475,2024-12-01,4,2024-01-01,1,3,4.0,0.5178571428571428,66238.25,70220.0,A320,A320,3,3,0.0,-1.0,72526.0,56332.5,16193.5,2.743247024445587
STM -> CNF,4,29,7.25,2.384848003542364,0.3289445522127399,2024-01-01,10,2024-12-01,4,6,2.5,0.3103448275862069,62317.4,59292.25,A320,Nearest: E2,3,2,1.0,0.0,62317.4,55616.333333333336,6701.066666666666,2.7405022282562
JPR -> VCP,9,62,6.888888888888889,1.852592444503674,0.26892470968601717,2025-08-01,9,2025-11-01,3,6,3.0,0.21505376344086025,55960.22222222222,56409.333333333336,Nearest: E2,Nearest: E2,2,2,0.0,0.0,56409.333333333336,50351.666666666664,6057.6666666666715,2.7292001693844794
CLV -> CNF,16,104,6.5,1.4142135623730951,0.21757131728816848,2025-07-01,9,2024-01-01,3,6,3.0,0.16346153846153844,20561.444444444445,21526.333333333332,ATR,ATR,0,0,0.0,0.0,23227.833333333332,19816.333333333332,3411.5,2.4802756255027303
POJ -> CNF,15,191,12.733333333333333,2.2350739485653612,0.17552936768837918,2024-07-01,16,2025-04-01,9,7,1.7777777777777777,0.14520069808027924,19533.375,20227.222222222223,ATR,ATR,0,0,0.0,0.0,20743.75,19533.375,1210.375,2.441617940779548
CNF -> CLV,16,103,6.4375,1.3678792892649556,0.21248610318678923,2025-07-01,9,2024-01-01,3,6,3.0,0.1565533980582524,21591.0,21800.666666666668,ATR,ATR,0,0,0.0,0.0,24351.0,20823.166666666668,3527.833333333332,2.417324326608768
REC -> FEC,6,80,13.333333333333334,2.5603819159562025,0.19202864369671518,2024-05-01,16,2024-03-01,8,8,2.0,0.14166666666666666,20245.4375,19637.625,ATR,ATR,0,0,0.0,0.0,21095.533333333333,19637.625,1457.9083333333328,2.3867968273473523
UNA -> CNF,23,75,3.260869565217391,0.8952721861727828,0.27455013709298676,2024-11-01,5,2025-02-01,1,4,5.0,0.2110144927536232,53140.2,45640.0,E2,E1,2,1,2.0,0.0,60512.0,40892.0,19620.0,2.378006864577561
VCP -> AFL,9,60,6.666666666666667,1.5634719199411433,0.2345207879911715,2025-09-01,9,2025-11-01,3,6,3.0,0.16666666666666669,55797.333333333336,55721.333333333336,Nearest: E2,Nearest: E2,2,2,0.0,0.0,56939.57142857143,52066.142857142855,4873.4285714285725,2.361517244475945
PPB -> REC,6,19,3.1666666666666665,1.2133516482134197,0.38316367838318516,2024-07-01,5,2025-08-01,1,4,5.0,0.2807017543859649,63653.6,57437.0,A320,Nearest: E2,3,2,0.0,-1.0,67302.66666666667,57437.0,9865.666666666672,2.2957115947723388
REC -> PMW,2,13,6.5,2.5,0.38461538461538464,2025-01-01,9,2024-12-01,4,5,2.25,0.3846153846153846,69770.66666666667,62805.5,A320,A320,3,3,0.0,0.0,69770.66666666667,62805.5,6965.1666666666715,2.269658302130303
VCP -> OAL,9,44,4.888888888888889,1.4487116456005886,0.29632738205466586,2025-08-01,7,2025-07-01,3,4,2.3333333333333335,0.2525252525252525,57603.142857142855,57895.666666666664,Nearest: E2,Nearest: E2,2,2,0.0,0.0,58259.0,57134.57142857143,1124.4285714285725,2.2560366599186703
BVH -> VCP,9,57,6.333333333333333,1.4907119849998598,0.23537557657892524,2025-07-01,8,2025-11-01,3,5,2.6666666666666665,0.1871345029239766,53828.375,54687.666666666664,E2,E2,2,2,0.0,0.0,54971.0,52426.142857142855,2544.857142857145,2.137075268708642
VCP -> JPR,9,44,4.888888888888889,1.3698697784375504,0.28020063649858984,2025-08-01,7,2025-04-01,3,4,2.3333333333333335,0.2525252525252525,58024.42857142857,57637.0,Nearest: E2,Nearest: E2,2,2,0.0,0.0,58024.42857142857,54408.8,3615.6285714285696,2.1332585051379005
PMW -> REC,2,15,7.5,2.5,0.3333333333333333,2025-01-01,10,2024-12-01,5,5,2.0,0.3333333333333333,60956.2,65546.6,Nearest: A320,A320,3,3,0.0,0.0,65546.6,60956.2,4590.400000000009,2.0665656188591446
FEC -> REC,6,81,13.5,2.217355782608345,0.16424857648950705,2024-05-01,16,2024-03-01,9,7,1.7777777777777777,0.12345679012345678,19044.25,18835.0,ATR,Nearest: ATR,0,0,0.0,0.0,19616.4,18835.0,781.4000000000015,1.9149878230338218
REC -> PVH,3,9,3.0,1.4142135623730951,0.47140452079103173,2024-12-01,5,2025-01-01,2,3,2.5,0.4444444444444445,72479.6,73233.0,Nearest: A320,A321,3,4,0.0,-1.0,73865.0,72479.6,1385.3999999999942,1.8800528557247886
REC -> PPB,6,20,3.3333333333333335,1.1055415967851334,0.33166247903554,2024-01-01,4,2025-08-01,1,3,4.0,0.2666666666666667,69017.25,69319.0,A320,A320,3,3,0.0,0.0,71701.33333333333,69017.25,2684.0833333333285,1.7489449872292877
REC -> PAV,6,59,9.833333333333334,1.8633899812498245,0.1894972862287957,2024-01-01,12,2024-06-01,7,5,1.7142857142857142,0.15819209039548027,20479.166666666668,19663.0,ATR,ATR,0,0,0.0,0.0,20479.166666666668,19425.25,1053.9166666666679,1.734891763653432
NVT -> REC,2,12,6.0,2.0,0.3333333333333333,2025-01-01,8,2024-12-01,4,4,2.0,0.3333333333333333,55275.75,62672.75,Nearest: E2,A320,2,3,0.5,-0.5,62672.75,55275.75,7397.0,1.709966238307691
REC -> CGR,2,12,6.0,2.0,0.3333333333333333,2025-01-01,8,2024-12-01,4,4,2.0,0.3333333333333333,72340.5,69089.25,Nearest: A320,A320,3,3,0.0,0.0,72340.5,69089.25,3251.25,1.709966238307691
OAL -> VCP,9,52,5.777777777777778,1.227262335243029,0.2124107887920627,2025-04-01,7,2025-11-01,3,4,2.3333333333333335,0.16666666666666669,54440.142857142855,55238.0,E2,Nearest: E2,2,2,0.0,0.0,55885.333333333336,53136.857142857145,2748.476190476191,1.6866656741847086
PAV -> REC,6,60,10.0,1.7320508075688772,0.17320508075688773,2024-01-01,12,2024-06-01,7,5,1.7142857142857142,0.13333333333333336,21081.833333333332,19469.14285714286,ATR,ATR,0,0,0.0,0.0,21081.833333333332,18673.777777777777,2408.0555555555547,1.5921346014302566
VCP -> BVH,9,43,4.777777777777778,1.1331154474650633,0.23716369830664116,2025-06-01,6,2025-04-01,3,3,2.0,0.20155038759689925,55919.5,57234.0,Nearest: E2,Nearest: E2,2,2,0.0,0.0,57234.0,55919.5,1314.5,1.5544678102140836
SOD -> VCP,5,8,1.6,0.8,0.5,2024-02-01,3,2024-04-01,1,2,3.0,0.45,40921.0,41025.0,E1,E1,1,1,0.0,0.0,44171.0,34080.0,10091.0,1.5536723984241867
LDB -> REC,3,5,1.6666666666666667,0.9428090415820634,0.565685424949238,2025-07-01,3,2024-05-01,1,2,3.0,0.5333333333333332,66649.33333333333,18517.0,A320,Nearest: ATR,3,0,0.0,-3.0,66649.33333333333,18517.0,48132.33333333333,1.4334075753824442
REC -> LDB,2,4,2.0,1.0,0.5,2025-07-01,3,2025-06-01,1,2,3.0,0.5,71340.66666666667,60592.0,Nearest: A320,Nearest: A320,3,3,0.0,0.0,71340.66666666667,60592.0,10748.666666666672,1.1380444617808732
VCP -> SOD,3,4,1.3333333333333333,0.4714045207910317,0.3535533905932738,2024-02-01,2,2024-03-01,1,1,2.0,0.3333333333333333,42030.0,39142.0,E1,Nearest: E1,1,1,0.0,0.0,42030.0,39142.0,2888.0,0.5690222308904366
UNA -> VCP,4,11,2.75,0.4330127018922193,0.15745916432444337,2024-01-01,3,2025-08-01,2,1,1.5,0.1363636363636363,44458.333333333336,56594.5,E1,Nearest: E2,1,2,0.5,-1.5,61041.333333333336,44458.333333333336,16583.0,0.3912713244998708
VCP -> UNA,4,13,3.25,0.4330127018922193,0.13323467750529824,2024-04-01,4,2024-01-01,3,1,1.3333333333333333,0.11538461538461536,61310.0,44005.0,A320,E1,3,1,1.0,-1.0,61310.0,44005.0,17305.0,0.35161395222928254
PVH -> REC,2,7,3.5,0.5,0.14285714285714285,2024-12-01,4,2025-01-01,3,1,1.3333333333333333,0.14285714285714285,71789.25,71252.33333333333,Nearest: A320,Nearest: A320,3,3,0.0,0.0,71789.25,71252.33333333333,536.9166666666715,0.29706307738283366
CNF -> EZE,2,9,4.5,0.5,0.1111111111111111,2024-11-01,5,2024-12-01,4,1,1.25,0.11111111111111116,72559.2,59103.0,Nearest: A320,Nearest: E2,3,2,0.5,-0.5,72559.2,59103.0,13456.199999999997,0.2558427881104495
EZE -> CNF,2,11,5.5,0.5,0.09090909090909091,2024-12-01,6,2024-11-01,5,1,1.2,0.09090909090909088,70174.16666666667,53285.0,A320,E2,3,2,0.5,-0.5,70174.16666666667,53285.0,16889.16666666667,0.22590060452618185
AQA -> VCP,1,12,12.0,0.0,0.0,2024-10-01,12,2024-10-01,12,0,1.0,0.0,17430.583333333332,17430.583333333332,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,17430.583333333332,17430.583333333332,0.0,0.0
VCP -> AQA,1,12,12.0,0.0,0.0,2024-10-01,12,2024-10-01,12,0,1.0,0.0,17736.25,17736.25,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,17736.25,17736.25,0.0,0.0
CGR -> REC,2,10,5.0,0.0,0.0,2024-12-01,5,2024-12-01,5,0,1.0,0.0,69024.6,69024.6,A320,A320,3,3,0.0,0.0,69024.6,66002.0,3022.600000000006,0.0
REC -> PLU,4,4,1.0,0.0,0.0,2024-06-01,1,2024-06-01,1,0,1.0,0.0,17423.0,17423.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,18022.0,17423.0,599.0,0.0
TEC -> VCP,2,4,2.0,0.0,0.0,2025-02-01,2,2025-02-01,2,0,1.0,0.0,17499.0,17499.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,17499.0,17081.5,417.5,0.0
VCP -> TEC,2,4,2.0,0.0,0.0,2025-02-01,2,2025-02-01,2,0,1.0,0.0,18417.0,18417.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,18417.0,17936.0,481.0,0.0
BPS -> REC,3,3,1.0,0.0,0.0,2024-07-01,1,2024-07-01,1,0,1.0,0.0,66908.0,66908.0,A320,A320,3,3,0.0,-3.0,66908.0,16812.0,50096.0,0.0
CNF -> JTC,3,3,1.0,0.0,0.0,2024-09-01,1,2024-09-01,1,0,1.0,0.0,16494.0,16494.0,Nearest: ATR,Nearest: ATR,0,0,1.0,0.0,42026.0,16037.0,25989.0,0.0
JTC -> CNF,3,3,1.0,0.0,0.0,2024-11-01,1,2024-11-01,1,0,1.0,0.0,35583.0,35583.0,Nearest: E1,Nearest: E1,1,1,1.0,0.0,35583.0,16425.0,19158.0,0.0
MOC -> VCP,3,3,1.0,0.0,0.0,2024-08-01,1,2024-08-01,1,0,1.0,0.0,16407.0,16407.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,16853.0,16263.0,590.0,0.0
CFB -> VCP,2,2,1.0,0.0,0.0,2024-12-01,1,2024-12-01,1,0,1.0,0.0,15978.0,15978.0,Nearest: ATR,Nearest: ATR,0,0,1.0,-1.0,49897.0,15978.0,33919.0,0.0
CGB -> REC,2,2,1.0,0.0,0.0,2025-02-01,1,2025-02-01,1,0,1.0,0.0,44445.0,44445.0,E1,E1,1,1,0.5,-0.5,52599.0,44445.0,8154.0,0.0
CNF -> MCP,1,2,2.0,0.0,0.0,2025-08-01,2,2025-08-01,2,0,1.0,0.0,18358.5,18358.5,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,18358.5,18358.5,0.0,0.0
CNF -> MVD,2,2,1.0,0.0,0.0,2024-06-01,1,2024-06-01,1,0,1.0,0.0,58140.0,58140.0,Nearest: E2,Nearest: E2,2,2,0.0,0.0,58140.0,54079.0,4061.0,0.0
JJD -> REC,2,2,1.0,0.0,0.0,2024-02-01,1,2024-02-01,1,0,1.0,0.0,16131.0,16131.0,Nearest: ATR,Nearest: ATR,0,0,1.0,-1.0,54797.0,16131.0,38666.0,0.0
MCP -> CNF,1,2,2.0,0.0,0.0,2025-08-01,2,2025-08-01,2,0,1.0,0.0,18138.0,18138.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,18138.0,18138.0,0.0,0.0
MCP -> VCP,2,2,1.0,0.0,0.0,2024-11-01,1,2024-11-01,1,0,1.0,0.0,39682.0,39682.0,Nearest: E1,Nearest: E1,1,1,0.5,-0.5,55694.0,39682.0,16012.0,0.0
MGF -> CNF,2,2,1.0,0.0,0.0,2025-04-01,1,2025-04-01,1,0,1.0,0.0,42572.0,42572.0,E1,E1,1,1,0.5,-0.5,42572.0,16870.0,25702.0,0.0
MVD -> CNF,2,2,1.0,0.0,0.0,2024-09-01,1,2024-09-01,1,0,1.0,0.0,54284.0,54284.0,E2,E2,2,2,0.0,0.0,54284.0,53962.0,322.0,0.0
REC -> UNA,2,2,1.0,0.0,0.0,2024-04-01,1,2024-04-01,1,0,1.0,0.0,39338.0,39338.0,Nearest: E1,Nearest: E1,1,1,0.5,-0.5,49895.0,39338.0,10557.0,0.0
UNA -> REC,2,2,1.0,0.0,0.0,2024-04-01,1,2024-04-01,1,0,1.0,0.0,46756.0,46756.0,Nearest: E1,Nearest: E1,1,1,0.5,-0.5,57196.0,46756.0,10440.0,0.0
VCP -> EZE,2,2,1.0,0.0,0.0,2024-04-01,1,2024-04-01,1,0,1.0,0.0,41668.0,41668.0,E1,E1,1,1,0.5,-0.5,58914.0,41668.0,17246.0,0.0
VCP -> MCP,2,2,1.0,0.0,0.0,2024-02-01,1,2024-02-01,1,0,1.0,0.0,40215.0,40215.0,Nearest: E1,Nearest: E1,1,1,0.5,-0.5,57519.0,40215.0,17304.0,0.0
VCP -> PVH,2,2,1.0,0.0,0.0,2024-01-01,1,2024-01-01,1,0,1.0,0.0,45028.0,45028.0,E1,E1,1,1,1.0,-1.0,69807.0,45028.0,24779.0,0.0
VCP -> VDC,2,2,1.0,0.0,0.0,2024-07-01,1,2024-07-01,1,0,1.0,0.0,18113.0,18113.0,Nearest: ATR,Nearest: ATR,0,0,1.5,-1.5,69394.0,18113.0,51281.0,0.0
AAX -> VCP,1,1,1.0,0.0,0.0,2024-04-01,1,2024-04-01,1,0,1.0,0.0,34670.0,34670.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,34670.0,34670.0,0.0,0.0
ASU -> CNF,1,1,1.0,0.0,0.0,2024-11-01,1,2024-11-01,1,0,1.0,0.0,65905.0,65905.0,A320,A320,3,3,0.0,0.0,65905.0,65905.0,0.0,0.0
ATM -> CNF,1,1,1.0,0.0,0.0,2025-07-01,1,2025-07-01,1,0,1.0,0.0,52614.0,52614.0,E2,E2,2,2,0.0,0.0,52614.0,52614.0,0.0,0.0
BYO -> CNF,1,1,1.0,0.0,0.0,2024-10-01,1,2024-10-01,1,0,1.0,0.0,36929.0,36929.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,36929.0,36929.0,0.0,0.0
CAC -> CNF,1,1,1.0,0.0,0.0,2024-10-01,1,2024-10-01,1,0,1.0,0.0,50135.0,50135.0,E2,E2,2,2,0.0,0.0,50135.0,50135.0,0.0,0.0
CGR -> CNF,1,1,1.0,0.0,0.0,2024-10-01,1,2024-10-01,1,0,1.0,0.0,38381.0,38381.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,38381.0,38381.0,0.0,0.0
CNF -> ASU,1,1,1.0,0.0,0.0,2024-11-01,1,2024-11-01,1,0,1.0,0.0,68318.0,68318.0,A320,A320,3,3,0.0,0.0,68318.0,68318.0,0.0,0.0
CNF -> ATM,1,1,1.0,0.0,0.0,2024-04-01,1,2024-04-01,1,0,1.0,0.0,63966.0,63966.0,A320,A320,3,3,0.0,0.0,63966.0,63966.0,0.0,0.0
CNF -> BVB,1,1,1.0,0.0,0.0,2024-11-01,1,2024-11-01,1,0,1.0,0.0,42345.0,42345.0,E1,E1,1,1,0.0,0.0,42345.0,42345.0,0.0,0.0
CNF -> CGR,1,1,1.0,0.0,0.0,2024-12-01,1,2024-12-01,1,0,1.0,0.0,55059.0,55059.0,E2,E2,2,2,0.0,0.0,55059.0,55059.0,0.0,0.0
CNF -> CXJ,1,1,1.0,0.0,0.0,2025-05-01,1,2025-05-01,1,0,1.0,0.0,44586.0,44586.0,E1,E1,1,1,0.0,0.0,44586.0,44586.0,0.0,0.0
CNF -> JDO,1,1,1.0,0.0,0.0,2025-05-01,1,2025-05-01,1,0,1.0,0.0,67611.0,67611.0,A320,A320,3,3,0.0,0.0,67611.0,67611.0,0.0,0.0
CNF -> JJG,1,1,1.0,0.0,0.0,2024-06-01,1,2024-06-01,1,0,1.0,0.0,36142.0,36142.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,36142.0,36142.0,0.0,0.0
CNF -> PDP,1,1,1.0,0.0,0.0,2024-11-01,1,2024-11-01,1,0,1.0,0.0,56364.0,56364.0,Nearest: E2,Nearest: E2,2,2,0.0,0.0,56364.0,56364.0,0.0,0.0
CUR -> VCP,1,1,1.0,0.0,0.0,2025-01-01,1,2025-01-01,1,0,1.0,0.0,61595.0,61595.0,A320,A320,3,3,0.0,0.0,61595.0,61595.0,0.0,0.0
CXJ -> CNF,1,1,1.0,0.0,0.0,2025-05-01,1,2025-05-01,1,0,1.0,0.0,41263.0,41263.0,E1,E1,1,1,0.0,0.0,41263.0,41263.0,0.0,0.0
FLL -> VCP,1,1,1.0,0.0,0.0,2024-06-01,1,2024-06-01,1,0,1.0,0.0,62837.0,62837.0,A320,A320,3,3,0.0,0.0,62837.0,62837.0,0.0,0.0
JJD -> VCP,1,1,1.0,0.0,0.0,2024-05-01,1,2024-05-01,1,0,1.0,0.0,47579.0,47579.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,47579.0,47579.0,0.0,0.0
JJG -> CNF,1,1,1.0,0.0,0.0,2024-06-01,1,2024-06-01,1,0,1.0,0.0,40932.0,40932.0,E1,E1,1,1,0.0,0.0,40932.0,40932.0,0.0,0.0
LDB -> CNF,1,1,1.0,0.0,0.0,2025-10-01,1,2025-10-01,1,0,1.0,0.0,52499.0,52499.0,E2,E2,2,2,0.0,0.0,52499.0,52499.0,0.0,0.0
MAB -> VCP,1,1,1.0,0.0,0.0,2024-10-01,1,2024-10-01,1,0,1.0,0.0,52422.0,52422.0,E2,E2,2,2,0.0,0.0,52422.0,52422.0,0.0,0.0
MCP -> REC,1,1,1.0,0.0,0.0,2024-01-01,1,2024-01-01,1,0,1.0,0.0,20745.0,20745.0,ATR,ATR,0,0,0.0,0.0,20745.0,20745.0,0.0,0.0
PLU -> REC,1,1,1.0,0.0,0.0,2024-04-01,1,2024-04-01,1,0,1.0,0.0,17374.0,17374.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,17374.0,17374.0,0.0,0.0
PNZ -> CNF,1,1,1.0,0.0,0.0,2024-01-01,1,2024-01-01,1,0,1.0,0.0,40538.0,40538.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,40538.0,40538.0,0.0,0.0
PPB -> CNF,1,1,1.0,0.0,0.0,2025-01-01,1,2025-01-01,1,0,1.0,0.0,40412.0,40412.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,40412.0,40412.0,0.0,0.0
PVH -> VCP,1,1,1.0,0.0,0.0,2024-01-01,1,2024-01-01,1,0,1.0,0.0,38456.0,38456.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,38456.0,38456.0,0.0,0.0
REC -> BPS,1,1,1.0,0.0,0.0,2025-06-01,1,2025-06-01,1,0,1.0,0.0,68230.0,68230.0,A320,A320,3,3,0.0,0.0,68230.0,68230.0,0.0,0.0
REC -> IMP,1,1,1.0,0.0,0.0,2024-01-01,1,2024-01-01,1,0,1.0,0.0,65541.0,65541.0,A320,A320,3,3,0.0,0.0,65541.0,65541.0,0.0,0.0
REC -> JJD,1,1,1.0,0.0,0.0,2024-02-01,1,2024-02-01,1,0,1.0,0.0,21048.0,21048.0,ATR,ATR,0,0,0.0,0.0,21048.0,21048.0,0.0,0.0
REC -> MCP,1,1,1.0,0.0,0.0,2024-01-01,1,2024-01-01,1,0,1.0,0.0,21849.0,21849.0,ATR,ATR,0,0,0.0,0.0,21849.0,21849.0,0.0,0.0
REC -> UBA,1,1,1.0,0.0,0.0,2025-07-01,1,2025-07-01,1,0,1.0,0.0,70813.0,70813.0,A320,A320,3,3,0.0,0.0,70813.0,70813.0,0.0,0.0
STM -> VCP,1,1,1.0,0.0,0.0,2025-02-01,1,2025-02-01,1,0,1.0,0.0,53960.0,53960.0,E2,E2,2,2,0.0,0.0,53960.0,53960.0,0.0,0.0
VCP -> CFB,1,1,1.0,0.0,0.0,2024-12-01,1,2024-12-01,1,0,1.0,0.0,19633.0,19633.0,ATR,ATR,0,0,0.0,0.0,19633.0,19633.0,0.0,0.0
VCP -> MAB,1,1,1.0,0.0,0.0,2024-01-01,1,2024-01-01,1,0,1.0,0.0,39831.0,39831.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,39831.0,39831.0,0.0,0.0
VCP -> PHB,1,1,1.0,0.0,0.0,2025-02-01,1,2025-02-01,1,0,1.0,0.0,66429.0,66429.0,A320,A320,3,3,0.0,0.0,66429.0,66429.0,0.0,0.0
VCP -> STM,1,1,1.0,0.0,0.0,2024-05-01,1,2024-05-01,1,0,1.0,0.0,47117.0,47117.0,Nearest: E1,Nearest: E1,1,1,0.0,0.0,47117.0,47117.0,0.0,0.0
VCP -> TFF,1,1,1.0,0.0,0.0,2025-03-01,1,2025-03-01,1,0,1.0,0.0,42883.0,42883.0,E1,E1,1,1,0.0,0.0,42883.0,42883.0,0.0,0.0
VDC -> REC,1,1,1.0,0.0,0.0,2025-05-01,1,2025-05-01,1,0,1.0,0.0,16878.0,16878.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,16878.0,16878.0,0.0,0.0
VDC -> VCP,1,1,1.0,0.0,0.0,2024-07-01,1,2024-07-01,1,0,1.0,0.0,16736.0,16736.0,Nearest: ATR,Nearest: ATR,0,0,0.0,0.0,16736.0,16736.0,0.0,0.0
